CSU_ID,ITEM_NAME,YEAR,MONTH,CSU_AVG_PRICE,ROHLIK_AVG_PRICE,KOSIK_AVG_PRICE,ITESCO_AVG_PRICE,ROHLIK_DIFF_FROM_CSU,KOSIK_DIFF_FROM_CSU,ITESCO_DIFF_FROM_CSU,ROHLIK_MIN_PRICE,KOSIK_MIN_PRICE,ITESCO_MIN_PRICE,ROHLIK_MAX_PRICE,KOSIK_MAX_PRICE,ITESCO_MAX_PRICE,ROHLIK_VAR_PRICE,KOSIK_VAR_PRICE,ITESCO_VAR_PRICE
211101,Tuzemský tmavý (Tuzemák) ,2021,11,233.67,280.659459459,277.566666667,271,-46.989459459,-43.896666667,-37.33,239.8,249,189.9,319.8,319.8,399.5,659.475320252,502.981920904,7073.471496063
211101,Tuzemský tmavý (Tuzemák) ,2021,12,235.94,299.85,299.86875,271.801492537,-63.91,-63.92875,-35.861492537,279.9,269.8,189.9,319.8,319.8,399.5,404.125615385,211.431388889,6755.493230838
211101,Tuzemský tmavý (Tuzemák) ,2022,1,247.5,290.996721311,309.075,286.013934426,-43.496721311,-61.575,-38.513934426,279.8,299,199.8,319.8,319.8,399.5,325.882322404,109.76952381,6792.664184392
211101,Tuzemský tmavý (Tuzemák) ,2022,2,237.56,300.86440678,323.882758621,264.316535433,-63.30440678,-86.322758621,-26.756535433,279.9,299,199.8,319.8,329.8,399.5,403.817849211,40.066013309,3353.146946632
211101,Tuzemský tmavý (Tuzemák) ,2022,3,230.81,296.0984375,318.75483871,259.209677419,-65.2884375,-87.94483871,-28.399677419,279.8,279.8,179.8,319.8,329.8,339.8,390.466822917,222.165795875,2760.779580383
211101,Tuzemský tmavý (Tuzemák) ,2022,4,235.05,288.701639344,310.460606061,259.555905512,-53.651639344,-75.410606061,-24.505905512,259.8,259,214.9,339.8,329.8,339.8,539.445163934,406.958731935,1874.440897388
211101,Tuzemský tmavý (Tuzemák) ,2022,5,237.62,312.11969697,319.883870968,246.906451613,-74.49969697,-82.263870968,-9.286451613,279.9,289.8,198,339.8,329.8,339.8,891.771759907,142.941047065,2092.528436185
211101,Tuzemský tmavý (Tuzemák) ,2022,6,236.14,320.835211268,324.32173913,229.297894737,-84.695211268,-88.18173913,6.842105263,279.8,319,198,339.8,329.8,339.8,339.346599598,29.582608696,1511.991272116
211101,Tuzemský tmavý (Tuzemák) ,2022,7,236.14,320.368831169,318.93125,250.381927711,-84.228831169,-82.79125,-14.241927711,279.8,279.8,214.9,339.8,329.8,339.8,348.677173616,217.018690476,2209.344181604
211101,Tuzemský tmavý (Tuzemák) ,2022,8,246.2,319.992857143,316.824242424,264.150526316,-73.792857143,-70.624242424,-17.950526316,279.8,269.8,214.9,339.8,329.8,339.8,304.74994824,225.241249417,2759.917632699
211101,Tuzemský tmavý (Tuzemák) ,2022,9,250.44,328.233802817,316.74375,279.068807339,-77.793802817,-66.30375,-28.628807339,299,269.8,209.9,369.8,359.8,339.8,917.618841046,1065.820277778,3295.967536527
